Année du Baccalauréat;Enseignements de spécialité;Formation;Nombre de candidats bacheliers ayant confirmé au moins un vœu;Nombre de candidats bacheliers ayant reçu au moins une proposition d'admission;Nombre de candidats bacheliers ayant accepté une proposition d'admission
2024;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Géographie;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Sciences économiques;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Éducation physique, pratiques et culture sportives;BUT Production;1;1;1
2024;Littérature et langues et cultures de l'Antiquité,Éducation physique, pratiques et culture sportives;Licence Archéologie, Ethno, Préhistoire, Anthropologie;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Éducation physique, pratiques et culture sportives;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Éducation physique, pratiques et culture sportives;Licence Sciences religieuses;0;0;0
2024;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;BUT Service;1369;675;215
2024;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Mathématiques;560;265;66
2024;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Droit - Sciences éco - AES;33;13;3
2024;Mathématiques Spécialité,Humanités, Littérature et Philosophie;Licence Pluri Langues;4;3;1
2024;Mathématiques Spécialité,Humanités, Littérature et Philosophie;Sciences po;74;16;11
2024;Mathématiques Spécialité,Langues, littératures et cultures étrangères et régionales;Ensemble des bacheliers;5452;4990;4267
2024;Mathématiques Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Géographie;119;99;23
2024;Mathématiques Spécialité,Physique-Chimie Spécialité;BTS Agricole;1129;704;176
2024;Mathématiques Spécialité,Physique-Chimie Spécialité;D.E  social;131;33;21
2024;Mathématiques Spécialité,Physique-Chimie Spécialité;DCG;2035;1238;340
2024;Mathématiques Spécialité,Physique-Chimie Spécialité;Licence Formation générale aux métiers de l ingénieur;8653;4983;460
2024;Mathématiques Spécialité,Physique-Chimie Spécialité;Licence Mathématiques;39067;24782;2306
2024;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Chimie;1;1;1
2024;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Licence Mathématiques;46;9;0
2021;Art,Art;Formations des écoles nationales vétérinaires;0;0;0
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;DEUST;61;25;14
2021;Art,Humanités, Littérature et Philosophie;Licence Langues et littératures françaises;1097;838;234
2021;Art,Humanités, Littérature et Philosophie;BUT Service;348;76;47
2021;Art,Langues, littératures et cultures étrangères et régionales;Ecoles de Commerce;97;36;23
2021;Art,Langues, littératures et cultures étrangères et régionales;DCG;8;2;1
2021;Art,Mathématiques Spécialité;Licence Langues et littératures françaises;77;45;12
2021;Art,Mathématiques Spécialité;Licence Mécanique, Génie mécanique, Ingénierie mécanique;4;1;0
2021;Art,Mathématiques Spécialité;Licence Sciences du langage - Linguistique;29;17;4
2021;Art,Numérique et Sciences Informatiques;Licence Mathématiques et informatique;0;0;0
2021;Art,Numérique et Sciences Informatiques;Licence Pluri Lettres - Langues - Sciences humaines;5;3;0
2021;Art,Physique-Chimie Spécialité;Licence Formation générale aux métiers de l ingénieur;5;3;1
2021;Art,Physique-Chimie Spécialité;Licence Pluri Lettres - Sciences du langage - Arts;3;1;0
2021;Art,Sciences Economiques et Sociales Spécialité;Licence Chimie;1;0;0
2021;Art,Sciences Economiques et Sociales Spécialité;Licence Informatique;12;5;2
2021;Art,Sciences Economiques et Sociales Spécialité;Licence L.AS;927;36;5
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence LEA;2;1;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Sciences de gestion;0;0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;CPGE L;0;0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Ecoles de Commerce;0;0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Ensemble des bacheliers;42;33;23
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Formation générale aux métiers de l ingénieur;12;2;0
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Pluri Lettres - Sciences du langage - Arts;6;4;0
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Sciences de gestion;7;5;2
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Sociologie, Démographie;67;51;13
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Génie civil;0;0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de l information et de la communication;1;0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence L.AS;9;2;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;BTS Production;1;0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;CPGE L;3;1;1
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Pluri Droit - Sciences éco - AES;0;0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Electronique, Génie électrique, EEA;0;0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Informatique;0;0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Sciences de la vie, biologie, santé;1;1;0
2021;Biologie/Ecologie,Mathématiques Spécialité;Licence Pluri Sciences humaines et sociales;0;0;0
2021;Biologie/Ecologie,Mathématiques Spécialité;BTS Service;107;50;17
2021;Biologie/Ecologie,Mathématiques Spécialité;Formations des écoles nationales vétérinaires;45;0;0
2021;Biologie/Ecologie,Mathématiques Spécialité;Ensemble des bacheliers;392;368;334
2021;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Histoire;58;47;15
2021;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Pluri Droit - Sciences éco - AES;1;1;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Physique et chimie;0;0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;CPGE L;0;0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Arts;1388;898;368
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Sciences de gestion;92;24;11
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Génie civil;2;2;2
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Pluri Droit - Sciences éco - AES;17;0;0
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences fondamentales et applications;0;0;0
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Sciences de la vie, biologie, santé;34;11;6
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Ensemble des bacheliers;9917;9236;8399
2021;Littérature et langues et cultures de l'Antiquité,Art;Licence Pluri Sciences humaines et sociales;0;0;0
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Langues et littératures françaises;39;31;9
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences religieuses;1;1;0
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;PASS;1;0;0
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Ecoles d'ingénieurs;0;0;0
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Formation générale aux métiers de l ingénieur;2;0;0
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Géographie;8;4;1
2021;Physique-Chimie Spécialité,Humanités, Littérature et Philosophie;Licence Sciences de l univers, de la terre, de l espace;6;1;1
2021;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Langues et littératures françaises;65;37;4
2021;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Licence Chimie;77;23;8
2021;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Licence Physique;78;26;10
2021;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Ecoles de Commerce;13;9;7
2021;Physique-Chimie Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sciences de l univers, de la terre, de l espace;21;4;1
2021;Physique-Chimie Spécialité,Sciences de la vie et de la Terre Spécialité;Licence Pluri Droit - Sciences éco - AES;36;10;4
2021;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;CPGE ECG;0;0;0
2021;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Langues;14;5;1
2021;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Pluri Droit - Sciences éco - AES;2;0;0
2021;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;BTS Production;269;84;22
2021;Sciences de la vie et de la Terre Spécialité,Numérique et Sciences Informatiques;Licence Archéologie, Ethno, Préhistoire, Anthropologie;2;1;0
2021;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Formations d'ART;356;60;31
2021;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Langues et littératures françaises;3;2;1
2022;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de gestion;24;7;2
2022;Art,Humanités, Littérature et Philosophie;PASS;20;4;2
2022;Art,Langues, littératures et cultures étrangères et régionales;Licence Géographie;46;32;7
2022;Art,Langues, littératures et cultures étrangères et régionales;D.E sanitaire;65;19;16
2022;Art,Mathématiques Spécialité;Formations des écoles nationales vétérinaires;2;0;0
2022;Art,Physique-Chimie Spécialité;Licence Physique et chimie;22;15;3
2022;Art,Sciences de l'ingénieur et sciences physiques;Licence Sciences religieuses;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence STAPS;3;2;1
2023;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Sciences juridiques;4;2;1
2023;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Chimie;84;10;2
2023;Mathématiques Spécialité,Sciences de l'ingénieur et sciences physiques;Formations des écoles nationales vétérinaires;1;0;0
2023;Mathématiques Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sciences de l univers, de la terre, de l espace;208;12;4
2023;Mathématiques Spécialité,Éducation physique, pratiques et culture sportives;CPGE L;0;0;0
2023;Mathématiques Spécialité,Éducation physique, pratiques et culture sportives;Licence Mathématiques et informatique;0;0;0
2023;Physique-Chimie Spécialité,Humanités, Littérature et Philosophie;CPGE ECG;1;0;0
2023;Physique-Chimie Spécialité,Humanités, Littérature et Philosophie;Licence Histoire;25;21;6
2023;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Sciences de la vie, biologie, santé;59;13;1
2021;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Pluri Langues;8;2;2
2021;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;DEUST;16;6;1
2021;Physique-Chimie Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Pluri Sciences économiques - Gestion;28;15;5
2021;Physique-Chimie Spécialité,Sciences de la vie et de la Terre Spécialité;Formations d'ART;888;171;74
2021;Physique-Chimie Spécialité,Sciences de la vie et de la Terre Spécialité;Autres formations;4758;1312;523
2021;Sciences Economiques et Sociales Spécialité,Humanités, Littérature et Philosophie;Licence Arts;595;348;132
2021;Sciences Economiques et Sociales Spécialité,Humanités, Littérature et Philosophie;BTS Service;1814;868;354
2021;Sciences Economiques et Sociales Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Sciences juridiques;6515;4528;2390
2021;Sciences Economiques et Sociales Spécialité,Langues, littératures et cultures étrangères et régionales;BTS Agricole;184;87;29
2021;Sciences de l'ingénieur et sciences physiques,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Géographie;10;6;3
2021;Sciences de l'ingénieur et sciences physiques,Humanités, Littérature et Philosophie;Licence Psychlogie, Sciences cognitives;2;1;0
2021;Sciences de l'ingénieur et sciences physiques,Humanités, Littérature et Philosophie;BTS Service;2;0;0
2021;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;Licence Sciences du langage - Linguistique;4;4;1
2021;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;Licence Sciences économiques;1;1;1
2021;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Arts;229;123;35
2021;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;D.E sanitaire;542;226;175
2021;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Mathématiques;164;13;2
2021;Sciences de la vie et de la Terre Spécialité,Numérique et Sciences Informatiques;Licence AES;21;9;1
2021;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence Sciences de l information et de la communication;501;254;71
2021;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sciences de l information et de la communication;8;4;1
2021;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Ecoles d'ingénieurs;11;2;2
2022;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Langues;7;3;0
2022;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences juridiques;493;356;177
2022;Art,Langues, littératures et cultures étrangères et régionales;Licence Sciences économiques;15;6;2
2022;Art,Numérique et Sciences Informatiques;Licence Physique;2;2;0
2022;Art,Physique-Chimie Spécialité;Licence Génie civil;3;2;2
2022;Art,Physique-Chimie Spécialité;Licence Langues et littératures françaises;21;17;2
2022;Art,Sciences de l'ingénieur et sciences physiques;Licence Formation générale aux métiers de l ingénieur;1;0;0
2022;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Histoire;5;4;1
2022;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence MASS;0;0;0
2022;Biologie/Ecologie,Mathématiques Spécialité;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;39;22;2
2022;Biologie/Ecologie,Mathématiques Spécialité;Licence Sciences de l information et de la communication;6;2;0
2022;Biologie/Ecologie,Mathématiques Spécialité;CPGE S;45;20;13
2022;Biologie/Ecologie,Numérique et Sciences Informatiques;BUT Production;0;0;0
2022;Biologie/Ecologie,Numérique et Sciences Informatiques;Ecoles d'ingénieurs;0;0;0
2022;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Histoire;33;27;6
2022;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Mathématiques et informatique;0;0;0
2022;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;CPGE ECG;0;0;0
2022;Biologie/Ecologie,Sciences de la vie et de la Terre Spécialité;Licence Sciences de l éducation;0;0;0
2022;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Chimie;7;3;0
2022;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Pluri Lettres - Sciences du langage - Arts;0;0;0
2022;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;CPGE L;25;22;12
2022;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Sciences économiques;0;0;0
2022;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Sciences po;0;0;0
2022;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Sciences politiques;0;0;0
2022;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Génie civil;0;0;0
2022;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Autres formations;12;4;2
2022;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Physique et chimie;7;3;0
2022;Mathématiques Spécialité,Humanités, Littérature et Philosophie;Licence Pluri Sciences économiques - Gestion;80;59;9
2022;Mathématiques Spécialité,Humanités, Littérature et Philosophie;PASS;39;16;6
2022;Mathématiques Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Chimie;37;19;1
2022;Mathématiques Spécialité,Numérique et Sciences Informatiques;Licence Géographie;51;45;14
2022;Mathématiques Spécialité,Sciences de la vie et de la Terre Spécialité;Licence Langues et littératures étrangères;995;876;181
2022;Mathématiques Spécialité,Sciences de la vie et de la Terre Spécialité;Licence Mécanique, Génie mécanique, Ingénierie mécanique;45;31;5
2022;Mathématiques Spécialité,Sciences de la vie et de la Terre Spécialité;Licence Pluri Sciences;673;358;56
2022;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;CPGE S;22;3;0
2022;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;Ensemble des bacheliers;1384;1179;965
2022;Physique-Chimie Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;CPGE L;72;53;24
2022;Physique-Chimie Spécialité,Humanités, Littérature et Philosophie;Ecoles de Commerce;2;2;1
2022;Physique-Chimie Spécialité,Humanités, Littérature et Philosophie;CUPGE;1;1;1
2022;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Licence Sciences de la vie, biologie, santé;14;8;0
2022;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Ecoles de Commerce;10;6;3
2022;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;D.E sanitaire;15;2;1
2022;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;Licence Génie civil;9;3;0
2022;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;Licence Histoire;59;46;11
2022;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;Licence Sociologie, Démographie;155;117;19
2022;Physique-Chimie Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Histoire;25;19;3
2022;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Pluri Lettres - Langues - Sciences humaines;0;0;0
2022;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sociologie, Démographie;9;6;1
2022;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;DEUST;3;2;1
2022;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;Ensemble des bacheliers;132;109;90
2022;Sciences de l'ingénieur et sciences physiques,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Archéologie, Ethno, Préhistoire, Anthropologie;0;0;0
2022;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Licence Sciences et technologies industrielles;31;13;5
2022;Sciences de la vie et de la Terre Spécialité,Numérique et Sciences Informatiques;Licence Pluri Sciences fondamentales et applications;0;0;0
2022;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence AES;1833;1392;322
2022;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence Archéologie, Ethno, Préhistoire, Anthropologie;43;31;5
2022;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence Philosophie, Epistémologie;187;120;14
2022;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence Physique;9;5;0
2022;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;CPGE L;87;56;20
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Génie civil;2;1;0
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Philosophie, Epistémologie;1;1;1
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sciences du langage - Linguistique;2;1;0
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;PASS;24;11;4
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;CPGE ECG;1;1;1
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;D.E sanitaire;21;8;5
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;DCG;1;1;0
2023;Art,Art;BUT Service;0;0;0
2023;Art,Art;Licence Formation générale aux métiers de l ingénieur;0;0;0
2023;Art,Art;Licence L.AS;0;0;0
2023;Art,Art;Licence Physique;0;0;0
2023;Art,Art;Licence Pluri Langues;0;0;0
2023;Art,Art;Licence Pluri Lettres - Sciences du langage - Arts;0;0;0
2023;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de l éducation;114;48;18
2023;Art,Langues, littératures et cultures étrangères et régionales;Licence Histoire;1062;825;228
2023;Art,Langues, littératures et cultures étrangères et régionales;Licence Sciences du langage - Linguistique;178;110;17
2023;Art,Mathématiques Spécialité;BTS Agricole;39;25;10
2023;Art,Numérique et Sciences Informatiques;Ensemble des bacheliers;517;402;272
2023;Art,Numérique et Sciences Informatiques;Sciences po;1;0;0
2023;Art,Physique-Chimie Spécialité;CPGE ECG;1;1;0
2023;Art,Physique-Chimie Spécialité;Licence Pluri Sciences;4;0;0
2023;Art,Physique-Chimie Spécialité;Licence Sciences religieuses;0;0;0
2023;Art,Sciences de l'ingénieur et sciences physiques;Licence Pluri Droit - Sciences éco - AES;0;0;0
2023;Art,Sciences de la vie et de la Terre Spécialité;Licence Pluri Sciences humaines et sociales;7;3;1
2023;Art,Éducation physique, pratiques et culture sportives;Autres formations;6;2;0
2023;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Philosophie, Epistémologie;2;2;0
2023;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Mathématiques et informatique;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Pluri Sciences fondamentales et applications;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Psychlogie, Sciences cognitives;2;2;1
2023;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Sciences humaines et sociales;84;44;5
2023;Mathématiques Spécialité,Humanités, Littérature et Philosophie;CPGE ECG;94;75;22
2023;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences économiques - Gestion;85;33;14
2023;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Sociologie, Démographie;24;14;2
2023;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;BUT Production;167;84;38
2021;Art,Art;Licence Mathématiques;0;0;0
2021;Art,Art;Licence Sciences économiques;0;0;0
2021;Art,Humanités, Littérature et Philosophie;Formations d'ART;981;270;162
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence AES;128;57;11
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence STAPS;160;51;23
2021;Art,Mathématiques Spécialité;Licence Physique et chimie;8;3;1
2021;Art,Physique-Chimie Spécialité;Licence MASS;6;3;1
2021;Art,Physique-Chimie Spécialité;Licence Sciences de l univers, de la terre, de l espace;7;4;1
2022;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Psychlogie, Sciences cognitives;4;2;0
2022;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Informatique;19;9;1
2022;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;BTS Agricole;68;41;18
2022;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Formations des écoles nationales vétérinaires;0;0;0
2022;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Psychlogie, Sciences cognitives;45;22;11
2022;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Ecoles de Commerce;1;1;1
2022;Mathématiques Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Physique et chimie;20;9;3
2022;Mathématiques Spécialité,Langues, littératures et cultures étrangères et régionales;BTS Service;984;593;184
2022;Mathématiques Spécialité,Numérique et Sciences Informatiques;Licence Pluri Sciences humaines et sociales;3;2;0
2022;Mathématiques Spécialité,Numérique et Sciences Informatiques;DCG;141;71;29
2022;Mathématiques Spécialité,Numérique et Sciences Informatiques;Formations des écoles nationales vétérinaires;2;0;0
2022;Mathématiques Spécialité,Physique-Chimie Spécialité;Licence LEA;1401;1154;217
2022;Mathématiques Spécialité,Physique-Chimie Spécialité;Licence Pluri Lettres - Sciences du langage - Arts;41;35;7
2022;Mathématiques Spécialité,Physique-Chimie Spécialité;Licence Pluri Sciences;1077;553;50
2022;Mathématiques Spécialité,Physique-Chimie Spécialité;Licence Psychlogie, Sciences cognitives;2623;1836;333
2022;Mathématiques Spécialité,Physique-Chimie Spécialité;Licence Sciences de l éducation;567;359;95
2022;Mathématiques Spécialité,Sciences Economiques et Sociales Spécialité;Licence Sciences de l information et de la communication;967;507;93
2022;Mathématiques Spécialité,Sciences Economiques et Sociales Spécialité;Licence Sciences de l éducation;586;350;110
2022;Mathématiques Spécialité,Sciences de la vie et de la Terre Spécialité;D.E sanitaire;4131;2312;1326
2022;Mathématiques Spécialité,Sciences de la vie et de la Terre Spécialité;Formations d'ART;483;161;82
2022;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;DCG;1;0;0
2022;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Lettres - Sciences du langage - Arts;40;33;8
2022;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Licence Géographie;35;29;11
2022;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;CPGE L;197;145;71
2022;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Sciences de l information et de la communication;194;101;24
2022;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Sciences de l univers, de la terre, de l espace;175;108;19
2022;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;BUT Service;3013;1034;438
2022;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;CPGE S;112;2;0
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Langues et littératures françaises;2;1;1
2023;Art,Sciences Economiques et Sociales Spécialité;Licence Langues et littératures françaises;246;152;36
2023;Art,Sciences Economiques et Sociales Spécialité;Licence Physique et chimie;1;0;0
2023;Art,Sciences Economiques et Sociales Spécialité;Licence Pluri Sciences;16;10;1
2023;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Sciences humaines et sociales;1;0;0
2023;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences politiques;1;0;0
2023;Biologie/Ecologie,Humanités, Littérature et Philosophie;DCG;0;0;0
2023;Biologie/Ecologie,Humanités, Littérature et Philosophie;Ecoles de Commerce;0;0;0
2023;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Géographie;1;0;0
2023;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence LEA;2;2;1
2023;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Pluri Sciences;0;0;0
